title,company_name,location,description,link
Database Administrator,Egyptian Medical Syndicates Union -,"Garden City, Cairo, Egypt ",Full TimeExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · PostgreSQL · SQL · Databases · DBA · ERP · NoSQL · Administration,https://wuzzuf.net/jobs/p/9txtopQlonT0-Database-Administrator-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=63&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Java Developer,egabi solutions -,"Cairo, Egypt ",Full TimeExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Information Technology (IT) · Java · Banks · Design Patters · Web Development · SQL,https://wuzzuf.net/jobs/p/JnFcJYrdgNyV-Senior-Java-Developer-egabi-solutions-Cairo-Egypt?o=64&l=sp&t=sj&a=data science jobs|search-v3|navbl
Information Security Senior Supervisor,Xceed -,"Maadi, Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · CISA · CISM · ISO · Communication,https://wuzzuf.net/jobs/p/ckEo4yjQ4Y4a-Information-Security-Senior-Supervisor-Xceed-Cairo-Egypt?o=65&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Systems Engineer,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · MCSE · Virtualization · Vmware · Data center · Computer Science · Software Development · Engineering,https://wuzzuf.net/jobs/p/5QUEz5pPhQLH-Senior-Systems-Engineer-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=66&l=sp&t=sj&a=data science jobs|search-v3|navbl
Data Analyst,INSITE OOH -,"Zamalek, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Analysis · Data Analysis · Python · Tableau · BI · Media Monitoring · Mass Media · Data Analytics,https://wuzzuf.net/jobs/p/FBpizNd0T9sS-Data-Analyst-INSITE-OOH-Cairo-Egypt?o=67&l=sp&t=sj&a=data science jobs|search-v3|navbl
Data Platform & Data Integration Admin,Worex -,"Riyadh, Saudi Arabia ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Kafka · Spark · Big Data · Admin · Administration · Data Entry · Microsoft Office,https://wuzzuf.net/jobs/p/3b3NczqGAHsn-Data-Platform-Data-Integration-Admin-Worex-Riyadh-Saudi-Arabia?o=68&l=sp&t=sj&a=data science jobs|search-v3|navbl
System Administrator,Arabiat -,"Mohandessin, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Data · Engineering · Information Technology (IT) · System Administration · System Admin · system · computer · Computer Science,https://wuzzuf.net/jobs/p/KwBD9nLtgZ4Q-System-Administrator-Arabiat-Giza-Egypt?o=69&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Embedded Software Instructor,Confidential -,"Cairo, Egypt ",Full TimeExperienced · 6 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Embedded System · Embedded Software · Embedded C · RTOS · Software · AUTOSAR · ISTQB,https://wuzzuf.net/jobs/p/vuwDjfZ6U0QO-Senior-Embedded-Software-Instructor-Cairo-Egypt?o=70&l=sp&t=sj&a=data science jobs|search-v3|navbl
Full Stack Developer Angular & Java ( R&D ),Cegedim -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Angular · Java · Computer Science · Computer Engineering · Software Engineering · System Design · Data Structure,https://wuzzuf.net/jobs/p/X3mx96ukRZEI-Full-Stack-Developer-Angular-Java-RD-Cegedim-Cairo-Egypt?o=71&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Software Business Analyst / Product Owner,New Innovation Technologies -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Technical Analysis · Analysis · Information Technology (IT) · Research · ERP · HIMS · R&amp;D,https://wuzzuf.net/jobs/p/zPBecH8DWYir-Senior-Software-Business-Analyst-Product-Owner-New-Innovation-Technologies-Cairo-Egypt?o=72&l=sp&t=sj&a=data science jobs|search-v3|navbl
Business Intelligence Analyst,WebBeds -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · BI · Business Analysis · Data · Management · SQL · Information Technology (IT),https://wuzzuf.net/jobs/p/GHJHSUJJKEDo-Business-Intelligence-Analyst-WebBeds-Cairo-Egypt?o=73&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Data Engineer,Smartlytics Consultancy  -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · AWS · Python · SQL · Microsoft SQL Server · API · Computer Science · Database,https://wuzzuf.net/jobs/p/LJWK2nQ0Kep5-Senior-Data-Engineer-Smartlytics-Consultancy-Cairo-Egypt?o=74&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Database /BI Developer,Caelum Egypt -,"Dokki, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · BI · Computer Science · Database · Engineering · Information Technology (IT) · Microsoft SQL Server · Software,https://wuzzuf.net/jobs/p/1ijkA5WnaCY9-Senior-Database-BI-Developer-Caelum-Egypt-Giza-Egypt?o=75&l=sp&t=sj&a=data science jobs|search-v3|navbl
Data Analyst Supervisor,SURE International Technology -,"Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · BI · Data Analysis · Analysis · Python · Analytics · Commerce · Computer Science · Mathematics,https://wuzzuf.net/jobs/p/uwn9RWfwBHEl-Data-Analyst-Supervisor-SURE-International-Technology-Cairo-Egypt?o=76&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Products Manager,almentor -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Product Management · Communication skills · Computer Engineering · Engineering · Information Technology (IT) · Management,https://wuzzuf.net/jobs/p/y9Oj9HvihQWi-Senior-Products-Manager-almentor-Cairo-Egypt?o=77&l=sp&t=sj&a=data science jobs|search-v3|navbl
System Administrator,Nasps -,"New Capital, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Management skills · Management · Engineering · Agile · Skills,https://wuzzuf.net/jobs/p/WfmTiefwctK8-System-Administrator-Nasps-Cairo-Egypt?o=78&l=sp&t=sj&a=data science jobs|search-v3|navbl
Product Owner,Digisay -,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · Information Technology (IT) · Management · Product · Software,https://wuzzuf.net/jobs/p/OHxMZ213UJOi-Product-Owner-Digisay-Cairo-Egypt?o=79&l=sp&t=sj&a=data science jobs|search-v3|navbl
Data Analyst,Nahr Development -,"Bolkly, Alexandria, Egypt ",Full TimeWork From HomeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · BI · Analysis · business · analytical · SQL · Matplotlib,https://wuzzuf.net/jobs/p/HzSNvy6aNrjG-Data-Analyst-Nahr-Development-Alexandria-Egypt?o=80&l=sp&t=sj&a=data science jobs|search-v3|navbl
React Native Developer,Yeshtery -,"Rehab City, Cairo, Egypt ",Full TimePart TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · Information Technology (IT) · React Native · Computer Science · Android · Agile · Design · Git,https://wuzzuf.net/jobs/p/QwnkbCDddcTm-React-Native-Developer-Yeshtery-Cairo-Egypt?o=81&l=sp&t=sj&a=data science jobs|search-v3|navbl
Data Engineer (Communication/ Electronics),ARROW Electronics  -,"Banha, Qalubia, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Computer Engineering · english language · Electronics · Analysis · Computer Science · Data · Data Analysis,https://wuzzuf.net/jobs/p/tw3mSoKIJAea-Data-Engineer-Communication-Electronics-ARROW-Electronics-Qalubia-Egypt?o=82&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Data Analyst,Alarabia Group -,"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · BI Developer · Computer Science · developer · Information Technology (IT) · Power · Power BI,https://wuzzuf.net/jobs/p/BmrC2VkxUTdD-Senior-Data-Analyst-Alarabia-Group-Cairo-Egypt?o=83&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Engineer- Java/ C++,Viavi Solutions -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Software Development · Software · engineer · Information Technology (IT) · C++ · OOD · TroubleShooting,https://wuzzuf.net/jobs/p/xcgRMt4z2RHD-Software-Engineer--Java-C-Viavi-Solutions-Cairo-Egypt?o=84&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior IT Systems & Network Admin,Confidential -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · computer · Computer Engineering · Computer Science · Information Technology (IT) · Engineering · Networking,https://wuzzuf.net/jobs/p/l4b5Snn3Relm-Senior-IT-Systems-Network-Admin-Cairo-Egypt?o=85&l=sp&t=sj&a=data science jobs|search-v3|navbl
Virtualization Specialist Engineer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Virtualization · Computer Engineering · Engineering · Information technology · Information Technology (IT) · Networking · Troubleshooting · Vmware,https://wuzzuf.net/jobs/p/wzlHwpw1mzGP-Virtualization-Specialist-Engineer-Perfect-Presentation-Giza-Egypt?o=86&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Engineer - Kuwait,RDI -,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · .Net · ASP.Net · SQL · Software Engineering · Software Development · MVC · JavaScript,https://wuzzuf.net/jobs/p/fILb5T14SNpB-Software-Engineer---Kuwait-RDI-Cairo-Egypt?o=87&l=sp&t=sj&a=data science jobs|search-v3|navbl
"Senior Full Stack Mobile Application Developer (IOS, Android & Flutter)",Confidential -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Android Design · Android · Computer Science · GIT · APIs · Offline Storage,https://wuzzuf.net/jobs/p/KaS8cNyWXCIw-Senior-Full-Stack-Mobile-Application-Developer-IOS-Android-Flutter-Cairo-Egypt?o=88&l=sp&t=sj&a=data science jobs|search-v3|navbl
Technical Engineer - German Speaker (A1-A2),Expleo -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · German · English · Java · Technical Support · Computer Science,https://wuzzuf.net/jobs/p/96HqxoGsDmI3-Technical-Engineer---German-Speaker-A1-A2-Expleo-Cairo-Egypt?o=89&l=sp&t=sj&a=data science jobs|search-v3|navbl
Power BI Developer,RMG -,"Cairo, Egypt ",Part TimeFreelance / ProjectExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Power BI · power bi developer · BI Developer · BI · Power · IT · Microsoft Bi · Communication,https://wuzzuf.net/jobs/p/u85RcofgJrnG-Power-BI-Developer-RMG-Cairo-Egypt?o=90&l=sp&t=sj&a=data science jobs|search-v3|navbl
Python Backend Developer,Bydotpy -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Django · Flask · RESTful API · Computer Science · Computer Engineering · Software Development · Information Technology (IT),https://wuzzuf.net/jobs/p/A1z5DK0essUs-Python-Backend-Developer-Bydotpy-Cairo-Egypt?o=91&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Engineer (React JS),Qoyod -,"Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · CSS · HTML · Information Technology (IT) · JavaScript · Software · Software Development,https://wuzzuf.net/jobs/p/54Ryo3PSJOUU-Software-Engineer-React-JS-Qoyod-Cairo-Egypt?o=92&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior MS Dynamics AX Developer - Cairo,FlairsTech -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ax · C# · Computer Science · Design · Dynamics · Dynamics AX · Dynamics AX 2012 · Information Technology (IT),https://wuzzuf.net/jobs/p/pqOKZkKdfntc-Senior-MS-Dynamics-AX-Developer---Cairo-FlairsTech-Cairo-Egypt?o=93&l=sp&t=sj&a=data science jobs|search-v3|navbl
Oracle Apex Developer,Easy System -,"Cairo, Egypt ",Full TimePart TimeExperienced · 3 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Architecture · APEX · Oracle · SDLC · Information Technology (IT) · Testing · Agile,https://wuzzuf.net/jobs/p/j2Y1iGScULhj-Oracle-Apex-Developer-Easy-System-Cairo-Egypt?o=94&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior .NET Developer,Kick Start Interactive -,"Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Git · Information Technology (IT) · Microsoft SQL Server · Computer Science · SQL · Azure · Design,https://wuzzuf.net/jobs/p/Gl6h6PGALS6X-Senior-NET-Developer-Kick-Start-Interactive-Giza-Egypt?o=95&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Backend developer (Immediately),Bydotpy -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Agile · Computer Science · Docker · JavaScript · Node.js · RESTful APIs · MongoDB,https://wuzzuf.net/jobs/p/HaDrZJUvo3sO-Senior-Backend-developer-Immediately-Bydotpy-Cairo-Egypt?o=96&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Specialist,ABCO Group  -,"Bourj Alarab, Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · Communication · Communication skills · computer · Computer Engineering · Computer Science · Engineering,https://wuzzuf.net/jobs/p/NIZKJkZLVzMJ-IT-Specialist-ABCO-Group-Alexandria-Egypt?o=97&l=sp&t=sj&a=data science jobs|search-v3|navbl
Full Stack Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Design · Development · DevOps · Engineering · Information Technology (IT) · Java,https://wuzzuf.net/jobs/p/tk2ANGOjck2d-Full-Stack-Developer-Cairo-Egypt?o=98&l=sp&t=sj&a=data science jobs|search-v3|navbl
Testing Supervisor,Etisal EG -,"6th of October, Giza, Egypt ",Full TimeExperienced · 5 - 9 Yrs of Exp · Installation/Maintenance/Repair · Quality · Engineering - Telecom/Technology · Computer Science · Engineering · Manufacturing · Testing · Information Technology (IT),https://wuzzuf.net/jobs/p/r1fbIBgOKkCp-Testing-Supervisor-Etisal-EG-Giza-Egypt?o=99&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Professional Services,FlairsTech -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 6 - 8 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Engineering · Customer Support · Communication skills · Software Implementation · Project Management Professional · BI · Mysql Database,https://wuzzuf.net/jobs/p/xnMXlfX8Ssnj-Senior-Professional-Services-FlairsTech-Cairo-Egypt?o=100&l=sp&t=sj&a=data science jobs|search-v3|navbl
Infrastructure Manager,Universities of Canada in Egypt -,"New Cairo, Cairo, Egypt ",Full TimeManager · 5 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · IT · Communication skills · Infrastructure · Management · Engineering · Data center,https://wuzzuf.net/jobs/p/NqR409mSACPZ-Infrastructure-Manager-Universities-of-Canada-in-Egypt-Cairo-Egypt?o=101&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Devops Engineer,Trufla -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Cloud · Computer Science · Docker · Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/rdDBRL5vRoBQ-Senior-Devops-Engineer-Trufla-Cairo-Egypt?o=102&l=sp&t=sj&a=data science jobs|search-v3|navbl
DevOps Team Lead,Trufla -,"Heliopolis, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/sj0SjweGn9TS-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=103&l=sp&t=sj&a=data science jobs|search-v3|navbl
BI Developer,Easy System -,"Cairo, Egypt ",Full TimePart TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · BI Developer · Information Technology (IT) · SQL · developer · Oracle · ETL,https://wuzzuf.net/jobs/p/UbV5PZD7U37G-BI-Developer-Easy-System-Cairo-Egypt?o=104&l=sp&t=sj&a=data science jobs|search-v3|navbl
IT Help Desk,Confidential -,"Obour City, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Help desk · Information Technology (IT) · Computer Science · IT · Troubleshooting · Networking · Maintenance,https://wuzzuf.net/jobs/p/S7daKs2zcGor-IT-Help-Desk-Cairo-Egypt?o=105&l=sp&t=sj&a=data science jobs|search-v3|navbl
